ProductKey,ProductItemCode,Product Name,Sub Category,Product Category,Product Color,Product Size,Product Line,Product Model Name,Product Description,Product Status
521,SE-T312,LL Touring Seat/Saddle,Saddles,Components,NA,NULL,"T ",LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",Current
522,SE-T762,ML Touring Seat/Saddle,Saddles,Components,NA,NULL,"T ",ML Touring Seat/Saddle,New design relieves pressure for long rides.,Current
523,SE-T924,HL Touring Seat/Saddle,Saddles,Components,NA,NULL,"T ",HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,Current
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",Mountain Frames,Components,Silver,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",Mountain Frames,Components,Silver,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",Mountain Frames,Components,Silver,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",Mountain Frames,Components,Silver,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
528,TT-M928,Mountain Tire Tube,Tires and Tubes,Accessories,NA,NULL,"M ",Mountain Tire Tube,Self-sealing tube.,Current
529,TT-R982,Road Tire Tube,Tires and Tubes,Accessories,NA,NULL,"R ",Road Tire Tube,Conventional all-purpose tube.,Current
530,TT-T092,Touring Tire Tube,Tires and Tubes,Accessories,NA,NULL,"T ",Touring Tire Tube,General purpose tube.,Current
531,FR-M21B-42,"LL Mountain Frame - Black, 42",Mountain Frames,Components,Black,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
532,FR-M21B-44,"LL Mountain Frame - Black, 44",Mountain Frames,Components,Black,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
533,FR-M21B-48,"LL Mountain Frame - Black, 48",Mountain Frames,Components,Black,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
534,FR-M21B-52,"LL Mountain Frame - Black, 52",Mountain Frames,Components,Black,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
535,TI-M267,LL Mountain Tire,Tires and Tubes,Accessories,NA,NULL,"M ",LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",Current
536,TI-M602,ML Mountain Tire,Tires and Tubes,Accessories,NA,NULL,"M ",ML Mountain Tire,"Great traction, high-density rubber.",Current
537,TI-M823,HL Mountain Tire,Tires and Tubes,Accessories,NA,NULL,"M ",HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",Current
538,TI-R092,LL Road Tire,Tires and Tubes,Accessories,NA,NULL,"R ",LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,Current
539,TI-R628,ML Road Tire,Tires and Tubes,Accessories,NA,NULL,"R ",ML Road Tire,Higher density rubber.,Current
540,TI-R982,HL Road Tire,Tires and Tubes,Accessories,NA,NULL,"R ",HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Current
541,TI-T723,Touring Tire,Tires and Tubes,Accessories,NA,NULL,"T ",Touring Tire,High-density rubber.,Current
542,PD-M282,LL Mountain Pedal,Pedals,Components,Silver/Black,NULL,"M ",LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Current
543,PD-M340,ML Mountain Pedal,Pedals,Components,Silver/Black,NULL,"M ",ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Current
544,PD-M562,HL Mountain Pedal,Pedals,Components,Silver/Black,NULL,"M ",HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Current
545,PD-R347,LL Road Pedal,Pedals,Components,Silver/Black,NULL,"R ",LL Road Pedal,Clipless pedals - aluminum.,Current
546,PD-R563,ML Road Pedal,Pedals,Components,Silver/Black,NULL,"R ",ML Road Pedal,Lightweight aluminum alloy construction.,Current
547,PD-R853,HL Road Pedal,Pedals,Components,Silver/Black,NULL,"R ",HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Current
548,PD-T852,Touring Pedal,Pedals,Components,Silver/Black,NULL,"T ",Touring Pedal,A stable pedal for all-day riding.,Current
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Mountain Frames,Components,Silver,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
550,FR-M21B-40,"LL Mountain Frame - Black, 40",Mountain Frames,Components,Black,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",Mountain Frames,Components,Silver,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
552,FD-2342,Front Derailleur,Derailleurs,Components,Silver,NULL,NULL,Front Derailleur,Wide-link design.,Current
553,HB-T721,LL Touring Handlebars,Handlebars,Components,NA,NULL,"T ",LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,Current
554,HB-T928,HL Touring Handlebars,Handlebars,Components,NA,NULL,"T ",HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,Current
555,FB-9873,Front Brakes,Brakes,Components,Silver,NULL,NULL,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Current
556,CS-4759,LL Crankset,Cranksets,Components,Black,NULL,NULL,LL Crankset,Super rigid spindle.,Current
557,CS-6583,ML Crankset,Cranksets,Components,Black,NULL,NULL,ML Crankset,High-strength crank arm.,Current
558,CS-9183,HL Crankset,Cranksets,Components,Black,NULL,NULL,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Current
559,CH-0234,Chain,Chains,Components,Silver,NULL,NULL,Chain,Superior shifting performance.,Current
560,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,Blue,60,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
561,BK-T79Y-46,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,Yellow,46,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
562,BK-T79Y-50,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,Yellow,50,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
563,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,Yellow,54,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
564,BK-T79Y-60,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,Yellow,60,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
565,BK-T18U-54,"Touring-3000 Blue, 54",Touring Bikes,Bikes,Blue,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
566,BK-T18U-58,"Touring-3000 Blue, 58",Touring Bikes,Bikes,Blue,58,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
567,BK-T18U-62,"Touring-3000 Blue, 62",Touring Bikes,Bikes,Blue,62,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
568,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,Yellow,44,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
569,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,Yellow,50,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
570,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,Yellow,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
571,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,Yellow,58,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
572,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,Yellow,62,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
573,BK-T79U-46,"Touring-1000 Blue, 46",Touring Bikes,Bikes,Blue,46,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
574,BK-T79U-50,"Touring-1000 Blue, 50",Touring Bikes,Bikes,Blue,50,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
575,BK-T79U-54,"Touring-1000 Blue, 54",Touring Bikes,Bikes,Blue,54,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
576,BK-T79U-60,"Touring-1000 Blue, 60",Touring Bikes,Bikes,Blue,60,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
577,BK-T44U-46,"Touring-2000 Blue, 46",Touring Bikes,Bikes,Blue,46,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
578,BK-T44U-50,"Touring-2000 Blue, 50",Touring Bikes,Bikes,Blue,50,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
579,BK-T44U-54,"Touring-2000 Blue, 54",Touring Bikes,Bikes,Blue,54,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
580,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes,Bikes,Yellow,40,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
581,BK-R79Y-42,"Road-350-W Yellow, 42",Road Bikes,Bikes,Yellow,42,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
582,BK-R79Y-44,"Road-350-W Yellow, 44",Road Bikes,Bikes,Yellow,44,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
583,BK-R79Y-48,"Road-350-W Yellow, 48",Road Bikes,Bikes,Yellow,48,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
584,BK-R19B-58,"Road-750 Black, 58",Road Bikes,Bikes,Black,58,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
585,BK-T18U-44,"Touring-3000 Blue, 44",Touring Bikes,Bikes,Blue,44,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
586,BK-T18U-50,"Touring-3000 Blue, 50",Touring Bikes,Bikes,Blue,50,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
587,BK-M38S-38,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,Silver,38,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
588,BK-M38S-40,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,Silver,40,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
589,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes,Silver,42,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
590,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,Silver,46,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
591,BK-M18S-40,"Mountain-500 Silver, 40",Mountain Bikes,Bikes,Silver,40,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
592,BK-M18S-42,"Mountain-500 Silver, 42",Mountain Bikes,Bikes,Silver,42,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
593,BK-M18S-44,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,Silver,44,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
594,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,Silver,48,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
595,BK-M18S-52,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,Silver,52,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
596,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes,Bikes,Black,40,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
597,BK-M18B-42,"Mountain-500 Black, 42",Mountain Bikes,Bikes,Black,42,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
598,BK-M18B-44,"Mountain-500 Black, 44",Mountain Bikes,Bikes,Black,44,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
599,BK-M18B-48,"Mountain-500 Black, 48",Mountain Bikes,Bikes,Black,48,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
600,BK-M18B-52,"Mountain-500 Black, 52",Mountain Bikes,Bikes,Black,52,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
601,BB-7421,LL Bottom Bracket,Bottom Brackets,Components,NA,NULL,NULL,LL Bottom Bracket,Chromoly steel.,Current
602,BB-8107,ML Bottom Bracket,Bottom Brackets,Components,NA,NULL,NULL,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,Current
603,BB-9108,HL Bottom Bracket,Bottom Brackets,Components,NA,NULL,NULL,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,Current
604,BK-R19B-44,"Road-750 Black, 44",Road Bikes,Bikes,Black,44,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
605,BK-R19B-48,"Road-750 Black, 48",Road Bikes,Bikes,Black,48,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
606,BK-R19B-52,"Road-750 Black, 52",Road Bikes,Bikes,Black,52,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
